Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date,Year
MG Johnson,Kings XI Punjab,Kolkata Knight Riders,0,0,1,1,0,0,0,1,Abu Dhabi,26-Apr-14,2014
L Balaji,Kings XI Punjab,Kolkata Knight Riders,0,0,1,2,0,0,0,1,Abu Dhabi,26-Apr-14,2014
Sandeep Sharma,Kings XI Punjab,Kolkata Knight Riders,2,1,4,5,0,0,40,1,Abu Dhabi,26-Apr-14,2014
MK Pandey,Kolkata Knight Riders,Kings XI Punjab,8,0,11,10,1,0,80,2,Abu Dhabi,26-Apr-14,2014
JH Kallis,Kolkata Knight Riders,Kings XI Punjab,9,0,27,11,2,0,81.81,2,Abu Dhabi,26-Apr-14,2014
G Gambhir,Kolkata Knight Riders,Kings XI Punjab,1,0,9,5,0,0,20,2,Abu Dhabi,26-Apr-14,2014
CA Lynn,Kolkata Knight Riders,Kings XI Punjab,13,0,32,18,2,0,72.22,2,Abu Dhabi,26-Apr-14,2014
RV Uthappa,Kolkata Knight Riders,Kings XI Punjab,19,0,35,27,2,0,70.37,2,Abu Dhabi,26-Apr-14,2014
YK Pathan,Kolkata Knight Riders,Kings XI Punjab,3,0,5,5,0,0,60,2,Abu Dhabi,26-Apr-14,2014
SA Yadav,Kolkata Knight Riders,Kings XI Punjab,34,0,29,17,3,1,200,2,Abu Dhabi,26-Apr-14,2014
PP Chawla,Kolkata Knight Riders,Kings XI Punjab,0,0,3,2,0,0,0,2,Abu Dhabi,26-Apr-14,2014
SP Narine,Kolkata Knight Riders,Kings XI Punjab,6,0,11,8,0,0,75,2,Abu Dhabi,26-Apr-14,2014
UT Yadav,Kolkata Knight Riders,Kings XI Punjab,2,0,15,4,0,0,50,2,Abu Dhabi,26-Apr-14,2014
M Morkel,Kolkata Knight Riders,Kings XI Punjab,4,1,4,3,0,0,133.33,2,Abu Dhabi,26-Apr-14,2014
PA Patel,Royal Challengers Bangalore,Rajasthan Royals,1,0,4,1,0,0,100,1,Abu Dhabi,26-Apr-14,2014
YV Takawale,Royal Challengers Bangalore,Rajasthan Royals,0,0,3,3,0,0,0,1,Abu Dhabi,26-Apr-14,2014
V Kohli,Royal Challengers Bangalore,Rajasthan Royals,21,0,51,25,3,0,84,1,Abu Dhabi,26-Apr-14,2014
Yuvraj Singh,Royal Challengers Bangalore,Rajasthan Royals,3,0,7,7,0,0,42.85,1,Abu Dhabi,26-Apr-14,2014
AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,0,0,1,1,0,0,0,1,Abu Dhabi,26-Apr-14,2014
S Rana,Royal Challengers Bangalore,Rajasthan Royals,3,0,14,8,0,0,37.5,1,Abu Dhabi,26-Apr-14,2014
JA Morkel,Royal Challengers Bangalore,Rajasthan Royals,7,0,14,13,1,0,53.84,1,Abu Dhabi,26-Apr-14,2014
MA Starc,Royal Challengers Bangalore,Rajasthan Royals,18,0,27,16,2,0,112.5,1,Abu Dhabi,26-Apr-14,2014
R Rampaul,Royal Challengers Bangalore,Rajasthan Royals,13,0,19,13,0,1,100,1,Abu Dhabi,26-Apr-14,2014
AB Dinda,Royal Challengers Bangalore,Rajasthan Royals,0,0,4,3,0,0,0,1,Abu Dhabi,26-Apr-14,2014
YS Chahal,Royal Challengers Bangalore,Rajasthan Royals,0,1,1,0,0,0,0,1,Abu Dhabi,26-Apr-14,2014
AM Rahane,Rajasthan Royals,Royal Challengers Bangalore,23,0,19,19,4,0,121.05,2,Abu Dhabi,26-Apr-14,2014
KK Nair,Rajasthan Royals,Royal Challengers Bangalore,8,0,32,12,0,0,66.66,2,Abu Dhabi,26-Apr-14,2014
SV Samson,Rajasthan Royals,Royal Challengers Bangalore,2,0,6,6,0,0,33.33,2,Abu Dhabi,26-Apr-14,2014
AM Nayar,Rajasthan Royals,Royal Challengers Bangalore,11,1,36,17,1,0,64.7,2,Abu Dhabi,26-Apr-14,2014
SR Watson,Rajasthan Royals,Royal Challengers Bangalore,24,0,29,24,1,2,100,2,Abu Dhabi,26-Apr-14,2014
STR Binny,Rajasthan Royals,Royal Challengers Bangalore,0,1,1,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
SPD Smith,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
R Bhatia,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
PV Tambe,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
KW Richardson,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
TG Southee,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Abu Dhabi,26-Apr-14,2014
MEK Hussey,Mumbai Indians,Chennai Super Kings,1,0,8,7,0,0,14.28,1,Dubai (DSC),25-Apr-14,2014
AP Tare,Mumbai Indians,Chennai Super Kings,23,0,19,19,4,0,121.05,1,Dubai (DSC),25-Apr-14,2014
CJ Anderson,Mumbai Indians,Chennai Super Kings,39,0,55,31,3,1,125.8,1,Dubai (DSC),25-Apr-14,2014
RG Sharma,Mumbai Indians,Chennai Super Kings,50,0,60,41,3,2,121.95,1,Dubai (DSC),25-Apr-14,2014
KA Pollard,Mumbai Indians,Chennai Super Kings,12,0,19,11,1,0,109.09,1,Dubai (DSC),25-Apr-14,2014
AT Rayudu,Mumbai Indians,Chennai Super Kings,1,0,3,2,0,0,50,1,Dubai (DSC),25-Apr-14,2014
CM Gautam,Mumbai Indians,Chennai Super Kings,7,1,10,4,1,0,175,1,Dubai (DSC),25-Apr-14,2014
Harbhajan Singh,Mumbai Indians,Chennai Super Kings,0,0,1,2,0,0,0,1,Dubai (DSC),25-Apr-14,2014
Z Khan,Mumbai Indians,Chennai Super Kings,7,1,6,3,0,1,233.33,1,Dubai (DSC),25-Apr-14,2014
PP Ojha,Mumbai Indians,Chennai Super Kings,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
SL Malinga,Mumbai Indians,Chennai Super Kings,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
DR Smith,Chennai Super Kings,Mumbai Indians,29,0,26,22,0,4,131.81,2,Dubai (DSC),25-Apr-14,2014
BB McCullum,Chennai Super Kings,Mumbai Indians,71,1,90,53,8,2,133.96,2,Dubai (DSC),25-Apr-14,2014
SK Raina,Chennai Super Kings,Mumbai Indians,1,0,4,4,0,0,25,2,Dubai (DSC),25-Apr-14,2014
F du Plessis,Chennai Super Kings,Mumbai Indians,20,0,36,25,0,0,80,2,Dubai (DSC),25-Apr-14,2014
MS Dhoni,Chennai Super Kings,Mumbai Indians,14,1,19,11,1,1,127.27,2,Dubai (DSC),25-Apr-14,2014
R Ashwin,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
IC Pandey,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
BW Hilfenhaus,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
M Manhas,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
RA Jadeja,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
MM Sharma,Chennai Super Kings,Mumbai Indians,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
S Dhawan,Sunrisers Hyderabad,Delhi Daredevils,33,0,31,22,5,1,150,1,Dubai (DSC),25-Apr-14,2014
AJ Finch,Sunrisers Hyderabad,Delhi Daredevils,88,1,90,53,8,4,166.03,1,Dubai (DSC),25-Apr-14,2014
DA Warner,Sunrisers Hyderabad,Delhi Daredevils,58,1,58,45,3,3,128.88,1,Dubai (DSC),25-Apr-14,2014
NV Ojha,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
DJG Sammy,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
Y Venugopal Rao,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
KV Sharma,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
A Mishra,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
DW Steyn,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
KL Rahul,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
B Kumar,Sunrisers Hyderabad,Delhi Daredevils,0,0,0,0,0,0,0,1,Dubai (DSC),25-Apr-14,2014
Q de Kock,Delhi Daredevils,Sunrisers Hyderabad,48,0,47,30,6,1,160,2,Dubai (DSC),25-Apr-14,2014
M Vijay,Delhi Daredevils,Sunrisers Hyderabad,52,0,52,40,7,1,130,2,Dubai (DSC),25-Apr-14,2014
KP Pietersen,Delhi Daredevils,Sunrisers Hyderabad,16,0,26,17,1,1,94.11,2,Dubai (DSC),25-Apr-14,2014
KD Karthik,Delhi Daredevils,Sunrisers Hyderabad,15,0,20,14,1,0,107.14,2,Dubai (DSC),25-Apr-14,2014
JP Duminy,Delhi Daredevils,Sunrisers Hyderabad,20,1,31,7,1,2,285.71,2,Dubai (DSC),25-Apr-14,2014
MK Tiwary,Delhi Daredevils,Sunrisers Hyderabad,23,1,30,13,2,1,176.92,2,Dubai (DSC),25-Apr-14,2014
Mohammed Shami,Delhi Daredevils,Sunrisers Hyderabad,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
S Nadeem,Delhi Daredevils,Sunrisers Hyderabad,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
JD Unadkat,Delhi Daredevils,Sunrisers Hyderabad,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
WD Parnell,Delhi Daredevils,Sunrisers Hyderabad,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
LR Shukla,Delhi Daredevils,Sunrisers Hyderabad,0,0,0,0,0,0,0,2,Dubai (DSC),25-Apr-14,2014
JH Kallis,Kolkata Knight Riders,Royal Challengers Bangalore,43,0,72,42,2,1,102.38,1,Sharjah,24-Apr-14,2014
G Gambhir,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,2,1,0,0,0,1,Sharjah,24-Apr-14,2014
MK Pandey,Kolkata Knight Riders,Royal Challengers Bangalore,5,0,4,3,1,0,166.66,1,Sharjah,24-Apr-14,2014
CA Lynn,Kolkata Knight Riders,Royal Challengers Bangalore,45,0,46,31,3,3,145.16,1,Sharjah,24-Apr-14,2014
YK Pathan,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,1,2,0,0,0,1,Sharjah,24-Apr-14,2014
RV Uthappa,Kolkata Knight Riders,Royal Challengers Bangalore,22,0,26,18,0,1,122.22,1,Sharjah,24-Apr-14,2014
SA Yadav,Kolkata Knight Riders,Royal Challengers Bangalore,24,1,23,18,1,1,133.33,1,Sharjah,24-Apr-14,2014
R Vinay Kumar,Kolkata Knight Riders,Royal Challengers Bangalore,4,0,14,5,0,0,80,1,Sharjah,24-Apr-14,2014
M Morkel,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Sharjah,24-Apr-14,2014
UT Yadav,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Sharjah,24-Apr-14,2014
SP Narine,Kolkata Knight Riders,Royal Challengers Bangalore,0,0,0,0,0,0,0,1,Sharjah,24-Apr-14,2014
PA Patel,Royal Challengers Bangalore,Kolkata Knight Riders,21,0,36,19,3,0,110.52,2,Sharjah,24-Apr-14,2014
YV Takawale,Royal Challengers Bangalore,Kolkata Knight Riders,40,0,33,28,8,0,142.85,2,Sharjah,24-Apr-14,2014
V Kohli,Royal Challengers Bangalore,Kolkata Knight Riders,31,0,36,23,4,0,134.78,2,Sharjah,24-Apr-14,2014
Yuvraj Singh,Royal Challengers Bangalore,Kolkata Knight Riders,31,0,49,34,2,1,91.17,2,Sharjah,24-Apr-14,2014
AB de Villiers,Royal Challengers Bangalore,Kolkata Knight Riders,11,0,23,12,1,0,91.66,2,Sharjah,24-Apr-14,2014
JA Morkel,Royal Challengers Bangalore,Kolkata Knight Riders,6,1,7,5,0,0,120,2,Sharjah,24-Apr-14,2014
MA Starc,Royal Challengers Bangalore,Kolkata Knight Riders,0,1,2,0,0,0,0,2,Sharjah,24-Apr-14,2014
M Muralidaran,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Sharjah,24-Apr-14,2014
VR Aaron,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Sharjah,24-Apr-14,2014
AB Dinda,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Sharjah,24-Apr-14,2014
YS Chahal,Royal Challengers Bangalore,Kolkata Knight Riders,0,0,0,0,0,0,0,2,Sharjah,24-Apr-14,2014
DR Smith,Chennai Super Kings,Rajasthan Royals,50,0,36,28,6,3,178.57,1,Dubai (DSC),23-Apr-14,2014
BB McCullum,Chennai Super Kings,Rajasthan Royals,6,0,26,10,0,0,60,1,Dubai (DSC),23-Apr-14,2014
SK Raina,Chennai Super Kings,Rajasthan Royals,4,0,15,9,0,0,44.44,1,Dubai (DSC),23-Apr-14,2014
F du Plessis,Chennai Super Kings,Rajasthan Royals,7,0,17,9,0,0,77.77,1,Dubai (DSC),23-Apr-14,2014
MS Dhoni,Chennai Super Kings,Rajasthan Royals,5,0,12,8,0,0,62.5,1,Dubai (DSC),23-Apr-14,2014
RA Jadeja,Chennai Super Kings,Rajasthan Royals,36,1,51,33,2,0,109.09,1,Dubai (DSC),23-Apr-14,2014
M Manhas,Chennai Super Kings,Rajasthan Royals,10,0,18,10,1,0,100,1,Dubai (DSC),23-Apr-14,2014
R Ashwin,Chennai Super Kings,Rajasthan Royals,9,1,28,13,1,0,69.23,1,Dubai (DSC),23-Apr-14,2014
MM Sharma,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,1,Dubai (DSC),23-Apr-14,2014
IC Pandey,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,1,Dubai (DSC),23-Apr-14,2014
BW Hilfenhaus,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,1,Dubai (DSC),23-Apr-14,2014
AM Nayar,Rajasthan Royals,Chennai Super Kings,5,0,6,7,1,0,71.42,2,Dubai (DSC),23-Apr-14,2014
AM Rahane,Rajasthan Royals,Chennai Super Kings,15,0,22,12,2,0,125,2,Dubai (DSC),23-Apr-14,2014
SV Samson,Rajasthan Royals,Chennai Super Kings,16,0,22,16,0,2,100,2,Dubai (DSC),23-Apr-14,2014
SR Watson,Rajasthan Royals,Chennai Super Kings,7,0,4,6,0,1,116.66,2,Dubai (DSC),23-Apr-14,2014
STR Binny,Rajasthan Royals,Chennai Super Kings,8,0,19,11,0,0,72.72,2,Dubai (DSC),23-Apr-14,2014
SPD Smith,Rajasthan Royals,Chennai Super Kings,19,0,27,20,1,0,95,2,Dubai (DSC),23-Apr-14,2014
R Bhatia,Rajasthan Royals,Chennai Super Kings,23,0,32,20,1,1,115,2,Dubai (DSC),23-Apr-14,2014
JP Faulkner,Rajasthan Royals,Chennai Super Kings,4,0,2,2,1,0,200,2,Dubai (DSC),23-Apr-14,2014
TG Southee,Rajasthan Royals,Chennai Super Kings,4,0,2,4,1,0,100,2,Dubai (DSC),23-Apr-14,2014
DS Kulkarni,Rajasthan Royals,Chennai Super Kings,28,1,20,19,0,2,147.36,2,Dubai (DSC),23-Apr-14,2014
PV Tambe,Rajasthan Royals,Chennai Super Kings,2,0,5,2,0,0,100,2,Dubai (DSC),23-Apr-14,2014
CA Pujara,Kings XI Punjab,Sunrisers Hyderabad,35,0,44,32,6,0,109.37,1,Sharjah,22-Apr-14,2014
V Sehwag,Kings XI Punjab,Sunrisers Hyderabad,30,0,26,22,2,3,136.36,1,Sharjah,22-Apr-14,2014
GJ Maxwell,Kings XI Punjab,Sunrisers Hyderabad,95,0,55,43,5,9,220.93,1,Sharjah,22-Apr-14,2014
DA Miller,Kings XI Punjab,Sunrisers Hyderabad,10,0,25,10,0,1,100,1,Sharjah,22-Apr-14,2014
GJ Bailey,Kings XI Punjab,Sunrisers Hyderabad,10,0,18,8,1,0,125,1,Sharjah,22-Apr-14,2014
MG Johnson,Kings XI Punjab,Sunrisers Hyderabad,4,0,10,6,0,0,66.66,1,Sharjah,22-Apr-14,2014
AR Patel,Kings XI Punjab,Sunrisers Hyderabad,0,1,3,0,0,0,0,1,Sharjah,22-Apr-14,2014
L Balaji,Kings XI Punjab,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Sharjah,22-Apr-14,2014
R Dhawan,Kings XI Punjab,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Sharjah,22-Apr-14,2014
Sandeep Sharma,Kings XI Punjab,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Sharjah,22-Apr-14,2014
WP Saha,Kings XI Punjab,Sunrisers Hyderabad,0,0,0,0,0,0,0,1,Sharjah,22-Apr-14,2014
AJ Finch,Sunrisers Hyderabad,Kings XI Punjab,19,0,24,15,2,1,126.66,2,Sharjah,22-Apr-14,2014
